canal,nome video,data,contagem
Meteoro Brasil," ACUADO POR CPI, BOLSONARO AMEAÇA INSTITUIÇÕES",2021-04-15 14:02:24.464,2
Rafael Laurindo, Consumindo API com Python e consultando endereço pelo CEP,2021-04-15 13:20:55.634,2
Otávio Miranda, Configurando o VS Code para Python,2021-04-15 12:12:12.414,2
Programação Dinâmica, Criando AMBIENTES VIRTUAIS para PYTHON,2021-04-15 11:18:00.785,2
Programação Dinâmica, Criando AMBIENTES VIRTUAIS para PYTHON,2021-04-15 00:02:58.813,2
Rafael Laurindo, Consumindo API com Python e consultando endereço pelo CEP,2021-04-14 23:52:50.727,2
Otávio Miranda, Consumindo uma API Rest usando requests em Python,2021-04-14 23:44:00.872,2
Sprouts, Experiential Learning: How We All Learn Naturally,2021-04-14 23:17:28.068,2
ixi Buguei, UBER EATS : Você não se qualifica para essa promoção 😡,2021-04-14 23:05:13.743,2
Prochan, PODEMOS DIRIGIR O TREM DO GTA 5!?,2021-04-14 22:52:30.671,2
VAGAS .com, Como preencher o currículo online [com exemplos] | VAGAS.com,2021-04-14 14:34:54.292,2
JeRsEyReBoX, UM NOVO DESAFIO!!! X CHALLENGE - Mega Man X Legacy Collection PTBR,2021-04-14 02:44:19.399,2
Prochan, PODEMOS DIRIGIR O TREM DO GTA 5!?,2021-04-14 00:55:26.429,2
NandãoXJ6, IFOOD SESI CURSO QUE FAZ TOCAR CORRIDAS?,2021-04-14 00:43:44.951,2
Bóson Treinamentos, Modelagem de Dados - Modelo Entidade-Relacionamento e Diagrama ER,2021-04-14 00:14:44.781,2
Cara Preta, Treinamento Método Grandão - Aumento e grossura em semanas-Método Grandão Funciona Falando a verdade,2021-04-13 18:02:06.500,2
Talk Flow, AS BIZARRICES DA UCRÂNIA,2021-04-13 17:36:23.542,2
Fala Brasil, Saiba por que Vinhedo é a cidade mais segura do Brasil,2021-04-13 13:35:58.935,2
Uadir Tech., Aplicativo Banco do Brasil e Ame🤔,2021-04-13 13:24:04.045,2
JeRsEyReBoX, UM NOVO DESAFIO!!! X CHALLENGE - Mega Man X Legacy Collection PTBR,2021-04-13 02:15:20.703,2
Prochan, PODEMOS DIRIGIR O TREM DO GTA 5!?,2021-04-13 02:12:38.088,2
Flow Compilações, EDUARDO BOLSONARO NO FLOW | MELHORES MOMENTOS,2021-04-12 23:22:34.079,2
Flow Compilações, FLOW DEBATE FEROZMENTE COM DEPUTADA DO PSOL | MELHORES MOMENTOS,2021-04-12 23:09:21.513,2
Henry Bugalho, PÁTRIA EDUCADORA: ENTENDA O OBJETIVO DO BRASIL PARALELO!,2021-04-12 23:04:54.396,2
Brasil Paralelo, A Primeira Arte - Teaser Oficial,2021-04-12 23:04:14.646,2
Casados na Estrada, Trilha na SERRA do VULCÃO de MOTO - Nova Iguaçu/RJ,2021-04-12 22:50:11.106,2
DICAS DE TREKKING, Serra do Vulcão - Rampa de Voo Livre de  Nova Iguaçu,2021-04-12 22:39:28.380,2
Sesc RJ, Turismo na Baixada - Parque Natural Municipal de Nova Iguaçu (Parque do Vulcão) | #SescRJLazer,2021-04-12 22:32:14.850,2
FALANDO SOBRE BANCOS, CREDIÁRIO BANCO DO BRASIL - COMO USAR O CREDIÁRIO BANCO DO BRASIL NA GETNET ( MOSTREI NA PRÁTICA ),2021-04-12 16:29:17.064,2
iBANK On, #BB COMO TRANSFERIR SEU LIMITE DE CDC PRO CARTAO DE CREDITO DO NO APP DO BANCO DO BRASIL,2021-04-12 16:26:19.658,2
FALANDO SOBRE BANCOS, BANCO DO BRASIL CREDIÁRIO - SAIBA COMO USAR O SEU LIMITE // ASSISTA \\,2021-04-12 16:21:38.500,2
Anny Notícias, LIMITE DISPONÍVEL PARA CREDIÁRIO BANCO DO BRASIL -BB,2021-04-12 16:18:10.240,2
Investcard+, BB CREDIARIO POR QUE HÁ  TANTA DIFICULDADE PARA USAR ESSA LINHA DE CREDITO DO BANCO DO BRASIL?,2021-04-12 16:17:08.851,2
Prochan, PODEMOS DIRIGIR O TREM DO GTA 5!?,2021-04-12 00:48:07.195,2
JeRsEyReBoX, UM NOVO DESAFIO!!! X CHALLENGE - Mega Man X Legacy Collection PTBR,2021-04-12 00:46:22.027,2
Diário do Comércio, Pensão alimentícia: 20 coisas que você precisa saber (Parte 1),2021-04-11 19:22:52.466,2
JeRsEyReBoX, UM NOVO DESAFIO!!! X CHALLENGE - Mega Man X Legacy Collection PTBR,2021-04-11 00:53:04.322,2
Prochan, PODEMOS DIRIGIR O TREM DO GTA 5!?,2021-04-11 00:52:25.513,2
Cortes Podpah [OFICIAL], NÃO EXISTE GUINA E RACIONAIS NA MESMA FRASE !,2021-04-10 18:03:20.665,2
Pipocando, 6 PERSONAGENS ASSUSTADORES que NÃO SÃO de TERROR! 👻 🚫,2021-04-10 17:56:36.386,2
Lucas Retondo, 5 dicas para melhorar a sua automotivação e liderança,2021-04-09 22:20:44.652,2
eXcript," Curso de Python - Aula 43 - Lista, Pilha, Array, Set - eXcript",2021-04-09 22:17:02.672,2
Programação Dinâmica, Criando AMBIENTES VIRTUAIS para PYTHON,2021-04-09 21:51:53.850,2
Fabio Ruicci, Ambiente Virtual / Virtual Environment (Python) - O que é? Pra que serve? Com exemplos,2021-04-09 21:48:01.567,2
Joao Rubens Marchete Filho, Git Branches - O que são? Como funcionam?,2021-04-09 21:39:34.698,2
Curso em Vídeo, Git Branches de forma fácil e com exemplo - Curso de Git e GitHub,2021-04-09 21:22:25.341,2
Canal TI, O que é MVC? Aprenda MVC de MANEIRA FÁCIL,2021-04-09 15:01:23.150,2
Código Fonte TV, MVC // Dicionário do Programador,2021-04-09 14:59:10.643,2
Bóson Treinamentos, O que é Programação Orientada a Objetos - Conceitos Básicos de POO,2021-04-09 13:20:20.123,2
Curso em Vídeo, Curso Python #15 - Interrompendo repetições while,2021-04-09 12:21:37.854,2
Rede TVT," Lula: ""montei quadrilha para tirar 36 milhões da miséria""",2021-04-09 01:01:36.031,2
Brasil Paralelo, 1964 - O Brasil entre armas e livros (FILME COMPLETO),2021-04-09 00:32:08.933,2
Dev Aprender, Python Classes e Métodos - Em Menos de 10 Minutos [FÁCIL],2021-04-08 23:44:58.300,2
Solyd Offensive Security, Aula 13 - API Lista de Filmes - Python Básico Solyd,2021-04-08 23:26:28.222,2
Curso em Vídeo, Curso Python #15 - Interrompendo repetições while,2021-04-08 19:13:17.022,2
Cursos Kane Chan, Estrutura de Repetição While em Python,2021-04-08 19:05:15.804,2
Curso em Vídeo, Curso Python #014 - Estrutura de repetição while,2021-04-08 18:32:17.411,2
Solyd Offensive Security, Aula 13 - API Lista de Filmes - Python Básico Solyd,2021-04-07 16:22:08.212,2
Curso em Vídeo, Git Branches de forma fácil e com exemplo - Curso de Git e GitHub,2021-04-07 12:13:34.631,2
Programação Dinâmica, RASPAGEM DE DADOS com Python É ILEGAL? Como saber se é permitido extrair dados de um site,2021-04-07 11:50:58.642,2
Meteoro Brasil, CIRO GOMES SUGERE QUE LULA CONCORRA COMO VICE,2021-04-07 00:48:08.295,2
Meteoro Brasil, EMOJI DE CHORO SE TORNA O MAIS USADO DO MUNDO,2021-04-05 03:31:48.724,2
Meteoro Brasil, A HISTÓRIA DO DOMINGÃO DO FAUSTÃO,2021-04-05 03:17:29.428,2
Meteoro Brasil," LIBERADAS AS AGLOMERAÇÕES EM IGREJAS, MALAFAIA COMEMORA",2021-04-05 03:05:08.200,2
Meteoro Brasil," FAKE NEWS SOBRE MARIELLE COMEÇARAM NO INSTANTE DO ASSASSINATO, DIZ FREIXO",2021-04-05 02:51:12.612,2
Metaforando, Gamer Assassinada: Um caso de Psicopatia? (Casos de Linguagem Corporal - Metaforando).,2021-04-05 01:46:09.208,2
Metaforando, Caso Henry: 3 Formas de Detectar Mentiras (Linguagem Corporal - Metaforando),2021-04-05 00:57:22.572,2
Botas Vento, Por quê calçados descolam? Motivo 1- HIDRÓLISE,2021-04-04 22:47:14.286,2
Falando Grego, Quando usar cola PVC ou cola de SAPATEIRO  [COLA FORTE OU PVC],2021-04-04 22:41:23.427,2
fabricando calçados, Curso de Rasteirinhas 2021 - Com Pouco Dinheiro - KIT ECONÔMICO.,2021-04-04 22:39:55.872,2
fabricando calçados, Como colar o solado de tênis para não descolar com facilidade,2021-04-04 22:39:25.299,2
Adilson vídeos, Cola pra   colar seu tênis  PRA NUNCA MAIS DESCOLAR,2021-04-04 22:38:49.573,2
fabricando calçados, Cola Pvc No Tênis,2021-04-04 22:35:09.932,2
Space Rails, Como funciona uma requisição HTTP?,2021-04-04 22:28:19.858,2
Solyd Offensive Security, Aula 13 - API Lista de Filmes - Python Básico Solyd,2021-04-04 21:17:57.584,2
Filipe Deschamps, Como Fazer Uma API (o jeito mais fácil e moderno que eu já vi),2021-04-04 21:12:50.297,2
Dev Aprender, Python Classes e Métodos - Em Menos de 10 Minutos [FÁCIL],2021-04-04 21:11:18.617,2
Curso em Vídeo, Mundo 02 - Curso de Python - Dicas e Regras,2021-04-04 21:09:13.396,2
Curso em Vídeo, Curso Python #23 - Tratamento de Erros e Exceções,2021-04-04 20:34:35.531,2
Solyd Offensive Security, Aula 12 - Requisições Web - Python Básico Solyd,2021-04-04 13:17:10.874,2
Victor Lima - Guia do Programador, Arquitetura MVC - Aprenda Django #02,2021-04-04 12:25:54.456,2
DevMedia, Curso de RESTful: O que é RESTful? Diferença entre REST e RESTful,2021-04-04 12:20:23.616,2
Otávio Miranda, Classes - Python Orientado a Objetos - Aula 35,2021-04-03 21:07:26.703,2
Flow Podcast e PodPah - Cortes, FROID FOI ABDUZIDO POR ALIENS AOS 7 ANOS,2021-04-02 02:00:14.653,2
Meus 2 Centavos, LIGA DA JUSTIÇA DE ZACK SNYDER - SPOILERS!,2021-04-02 01:54:41.379,2
Flow Compilações, DISCUSSÕES F0D4S DO FLOW #05,2021-04-02 01:54:18.826,2
Flow Compilações, DISCUSSÕES F0D4S DO FLOW #07,2021-04-02 01:41:16.958,2
Meteoro Brasil," NO ANIVERSÁRIO DO GOLPE DE 1964, IMPRENSA TOMA JEITO",2021-04-02 01:26:07.701,2
Flow Compilações, NEG4O DA BL PERDE A PACIÊNCIA COM MONARK | MELHORES MOMENTOS,2021-04-02 01:18:43.092,2
Cortes Podcast, NEGÃO DA BL FALA SOBRE AMIGO QUE ROUBOU SEU DINHEIRO | Cortes Podcast,2021-04-02 01:00:19.003,2
Flashes do Flow, TOGURO E MONARK DISCUTEM SOBRE MAC#NHA E O CLIMA ESQUENTA | FLASHES DO FLOW,2021-04-02 00:46:15.199,2
Cortes Podpah [OFICIAL], DA CUNHA FOI FALSO?,2021-04-02 00:36:45.233,2
Cortes Podpah [OFICIAL], DA CUNHA E FABIL DEBATEM AO VIVO,2021-04-01 22:21:15.332,2
REC Podcasts, Shows de FROID e DJONGA [ENXUGA GELO],2021-04-01 22:20:02.683,2
REC Podcasts," MURILO COUTO E FROID, MELHORES MOMENTOS [ENXUGA GELO PODCAST]",2021-04-01 22:09:49.993,2
Bóson Treinamentos, O que é Levantamento de Requisitos - Tópicos de Engenharia de Software,2021-04-01 18:46:28.921,2
DevMedia, Curso Levantamento de Requisitos: Exemplo prático de entrevista | Aula demonsrativa,2021-04-01 18:46:00.412,2
DevMedia, Qual a sua maior dificuldade na hora de escrever seu código? | #DevMediaResponde,2021-04-01 18:45:42.843,2
Programação Dinâmica, Busca Linear em Listas | Como encontrar Elemento em uma Lista com Python | Estruturas de Dados #2,2021-04-01 18:30:17.629,2
Meteoro Brasil," CRIADOR DO TERMO ""PETRALHA"" ENTREVISTA LULA",2021-04-01 17:31:04.588,2
William Abreu, Estrutura de Repetição - Somatório simples,2021-04-01 17:30:41.936,2
Charles Franca, Entendendo o Json,2021-04-01 01:09:26.516,2
Tito Spadini, Python - Importando colunas específicas de um CSV,2021-04-01 00:57:07.459,2
Programação Dinâmica, Como manipular um DataFrame e EXPORTAR para CSV? | Análise de dados #9,2021-04-01 00:52:00.599,2
Zurubabel, Curso de Pandas - Python (Aula 0.1) - Abrindo arquivos em CSV,2021-04-01 00:51:07.459,2
Alura Cursos Online, Como funcionam os navegadores Web? #HipstersPontoTube,2021-04-01 00:41:22.484,2
Curso em Vídeo, Curso Python #08 - Utilizando Módulos,2021-03-31 23:37:52.735,2
Meteoro Brasil, SOCORRO! BRASIL IMPLORA POR AJUDA INTERNACIONAL,2021-03-31 23:11:46.031,2
NeuroVox, Em Busca de Nós Mesmos | PEDRO CALABREZ | NeuroVox 027,2021-03-31 00:19:51.367,2
CFBCursos, JSON em PYTHON - Curso de Python #36,2021-03-30 23:45:18.505,2
Meio," Ernesto Araújo caiu, mas Bolsonaro quer guerra I Ponto de Partida",2021-03-30 22:23:08.024,2
Jornalismo TV Cultura," ""Presidente caminha para um golpe de estado"", diz Marco Antonio Villa",2021-03-30 22:18:47.878,2
Henry Bugalho, BOLSONARO VAI FECHAR O MEU CANAL?!!!,2021-03-30 22:16:28.177,2
Boris Casoy, Golpe? Reflexões sobre a crise | Boris Casoy | 30/03/2021,2021-03-30 22:15:35.325,2
Meteoro Brasil, COMO OS HERDEIROS ESTÃO MATANDO O CAPITALISMO,2021-03-30 22:14:39.368,2
Meteoro Brasil, BOLSONARO ESTÁ PREPARANDO O GOLPE?,2021-03-30 22:01:58.153,2
Filipe Deschamps, Descobri Como Consertar o Meu Maior Problema,2021-03-30 18:07:52.661,2
Flow Podcast e PodPah - Cortes, DJONGA COMPLETAMENTE BÊBADO NO PODPAH,2021-03-30 18:07:12.758,2
Flow Compilações, PODPAH COM DJONGA SAIU DO CONTROLE | MELHORES MOMENTOS,2021-03-30 17:55:19.768,2
HAIKAISS, Haikaiss - Sem Graça (Prod. Tuchê),2021-03-30 17:53:49.800,2
adsense, https://www.youtube.com/watch?v=W1HJ8gOzSdI,2021-03-30 17:49:05.540,2
Programação Dinâmica, Consumindo dados da API do YOUTUBE com Python | Python na Prática #11,2021-03-30 14:34:02.240,2
TEDx Talks, Para Início de Conversa | Carolina Nalon | TEDxPedradoPenedo,2021-03-29 16:19:18.397,2
Alura Cursos Online, Como funcionam os navegadores Web? #HipstersPontoTube,2021-03-29 14:28:17.375,2
Uniday Studio, Refatoração: PYTHON com o PyCharm,2021-03-29 14:21:32.784,2
Programação Dinâmica, Como abrir(importar) um dataset em Python? | Análise de dados #2,2021-03-29 14:12:08.637,2
Bóson Treinamentos, 31 - Curso de Python - Módulos - Criando e importando,2021-03-29 14:11:43.805,2
Bóson Treinamentos, 6 - Importação de Módulos em Python,2021-03-29 11:48:15.535,2
Aprenda Código, Parte 5 - Como criar um módulo de Python 3 e importar em outro arquivo,2021-03-29 11:43:52.454,2
Wilson Simoninha, Wilson Simonal - País Tropical - Ao Vivo,2021-03-29 01:16:13.298,2
Filipe Deschamps, SOLID fica FÁCIL com Essas Ilustrações,2021-03-28 11:24:47.657,2
TEDx Talks, The Power of Mindfulness: What You Practice Grows Stronger | Shauna Shapiro | TEDxWashingtonSquare,2021-03-27 15:01:21.905,2
DevPleno, Dicas para seu Profile README.md do Github,2021-03-27 11:13:15.352,2
Carlos Levir, COMO ORGANIZAR SEU GITHUB | DEVFOLIO #01,2021-03-27 11:12:44.030,2
TEDx Talks, Para Início de Conversa | Carolina Nalon | TEDxPedradoPenedo,2021-03-26 18:41:16.763,2
Meteoro Brasil, DEVEMOS CHAMAR OS BOLSONARISTAS DE GADO? CIRO GOMES RESPONDE,2021-03-25 23:28:08.262,2
Meteoro Brasil, BOLSONARO COLOCA PF NA COLA DE CIRO GOMES,2021-03-25 23:14:54.025,2
Curso em Vídeo, Exercício Python #085 - Listas com pares e ímpares,2021-03-25 18:43:46.704,2
Ignorância Zero," Aulas Python - 062 - POO IV: Herança, Super e Polimorfismo",2021-03-25 16:02:46.305,2
Marcos Castro, Python - Estrutura de Dados Fila,2021-03-25 15:43:51.404,2
Otávio Miranda, Filas em Python (Estrutura de dados - Queue),2021-03-25 15:32:51.287,2
Canal TI, O que é MVC? Aprenda MVC de MANEIRA FÁCIL,2021-03-25 11:24:39.326,2
Filipe Ret, Filipe Ret - WAR,2021-03-25 10:19:52.456,2
Joseph Solomon, most beautiful/so in love x maverick city,2021-03-25 10:19:35.305,2
Joseph Solomon, ex factor x lauryn hill,2021-03-25 10:18:40.043,2
Canal TI, O que é MVC? Aprenda MVC de MANEIRA FÁCIL,2021-03-24 23:15:09.111,2
Victor Lima - Guia do Programador, Arquitetura MVC - Aprenda Django #02,2021-03-24 23:00:08.736,2
BBC Earth, Iguana vs Snakes | Planet Earth II,2021-03-24 18:57:01.995,2
Trabalho Virtual, Como Trabalhar Home Office Para Microsoft e Intel (APLICAÇÃO DIRECTLY),2021-03-24 14:51:31.918,2
Fernando de Paula - Trabalho Informal, Descobri uma forma de fazer a DIRECTLY chamar [CONFIRA NESTE VÍDEO MINHA TEORIA],2021-03-24 14:37:32.238,2
Siméia Avellar | Negócios Digitais, Como Anunciar no Google Ads PASSO A PASSO Para Iniciantes 2020 Tutorial Completo | Google Adwords,2021-03-24 14:15:41.565,2
Estampa Web, Quanto cobrar pelo design de uma estampa?,2021-03-24 14:03:15.211,2
Instituto Montanari, 24/03 AUXÍLIO EMERGENCIAL 2021 BOLSA FAMÍLIA PAULO GUEDES FALA SOBRE PLANOS | 13º APOSENTADOS,2021-03-24 12:58:49.016,2
Fature Com Naldo," PaidViewPoint Receba Quase R$100,00 no Paypal Com Perguntas Rápidas- Fature Com Naldo",2021-03-24 11:59:38.929,2
Fature Com Naldo, Você Opina Pesquisa É Confiável? GanheR$65 no Paypal. Opinião Sincera- Fature Com Naldo,2021-03-24 11:51:55.444,2
Siméia Avellar | Negócios Digitais," COMO TRABALHAR NA INTERNET PARA NETFLIX, MICROSOFT,  LINKEDIN E GANHAR DINHEIRO EM DÓLAR HOME OFFICE",2021-03-24 11:51:48.101,2
Thamires Moura, Home Office- Ganhe Dinheiro Enviando E-mails 2021,2021-03-24 11:45:53.711,2
Romário Bruno - Canal Conquistas Digitais, Ganhe R$100 Por Dia Trabalhando em Casa Para NETFLIX (HOME OFFICE) Suporte ao Cliente,2021-03-24 11:45:21.705,2
Weder Silva, ESFIRRA ÁRABE SALGADO BARATO VENDE COMO ÁGUA,2021-03-24 11:44:54.122,2
Weder Silva," Joelhos de Presunto e Queijo, Já Ganhei Muito Dinheiro Com Esse Salgado!!!",2021-03-24 04:17:04.646,2
Dika da Naka, ENROLADO DE PRESUNTO E QUEIJO PERFEITO - MASSA PARA SALGADO ASSADO - LANCHE FÁCIL OU FAÇA E VENDA,2021-03-24 04:16:02.038,2
Romário Bruno - Canal Conquistas Digitais," Ganhe $50,00 Por Hora Gravando Frases Para Grandes Empresas (HOME OFFICE) Neevo Como Ganhar Dinheiro",2021-03-24 03:39:16.537,2
Cortes Podpah [OFICIAL], MC KEVIN JÁ TRAFIC0U MESMO?,2021-03-24 03:35:03.176,2
Montar um Negócio, 7 IDEIAS DE COMBOS DE LANCHES PARA VENDER,2021-03-24 02:48:32.423,2
Montar um Negócio, 12 COISAS PARA VENDER A 1 REAL,2021-03-24 02:46:43.502,2
Escola Atomy By Anizio Filho , IFOOD 2021: QUAL  PRIMEIRO PASSO PRA VENDER NO IFOOD DELIVERY,2021-03-24 02:41:33.388,2
"E agora, Bárbara?", Divórcio: Ex-esposa tem direito a Pensão Alimentícia? #EagoraBárbara,2021-03-24 01:53:53.311,2
Lilian Keffilin," Se você mora junto e não se casou, assista a esse vídeo. WebSérie União Estável #02",2021-03-24 01:49:25.785,2
ALEX FARINELI, Pensão por morte | O Cônjuge,2021-03-24 01:45:24.053,2
"E agora, Bárbara?"," Depois do divórcio, o ex-marido tem obrigação de pagar as contas da ex-mulher?",2021-03-24 01:39:57.242,2
Gediel Araujo, O homem é obrigado a pagar pensão para a ex mulher?,2021-03-24 01:38:18.338,2
Curso em Vídeo, Curso Python #17 - Listas (Parte 2),2021-03-24 01:29:50.744,2
Curso em Vídeo, Curso Python #01 - Seja um Programador,2021-03-24 01:26:50.359,2
Curso em Vídeo, Usando Google Fonts - @Curso em Vídeo HTML5 e CSS3,2021-03-24 01:26:17.374,2
adsense, iPhone 12 Pro — Faça filmes de cinema,2021-03-24 01:21:42.214,2
William Abreu, Estrutura de Repetição - Somatório simples,2021-03-24 01:21:34.946,2
Curso em Vídeo, Curso Python #17 - Listas (Parte 1),2021-03-23 19:08:41.344,2
Programação Dinâmica, Pilhas em Python | Estruturas de Dados #7,2021-03-23 13:53:52.135,2
KillerGP, LIBEREI O SETOR 7! ( com facecam ) | Last Day on Earth,2021-03-23 03:05:34.335,2
Marcos Castro, Curso Python 300 - Aula 38 - Herança - Implementação,2021-03-22 18:35:41.409,2
LUNNA 100 Popô, TIRANDO O APARELHO SOZINHA,2021-03-22 15:29:07.249,2
Curso em Vídeo, Curso Python #014 - Estrutura de repetição while,2021-03-22 14:29:00.209,2
Curso em Vídeo, Curso Python #22 - Módulos e Pacotes,2021-03-22 14:28:05.416,2
Curso em Vídeo, Curso Python #21 - Funções (Parte 2),2021-03-22 14:27:58.445,2
Curso em Vídeo, Curso Python #20 - Funções (Parte 1),2021-03-22 14:25:56.217,2
Programação Dinâmica, O que são Classes e Como Criar Novos Tipos de Dados em Python | Orientação a Objetos #2,2021-03-22 13:02:42.955,2
Programação Dinâmica," O que é um Objeto, Atributo, Método e Mensagem | Orientação a Objetos #1",2021-03-22 12:53:55.385,2
nk music, NK Music x Mariussax - Driftin' [Full LoFi BeatTape],2021-03-20 22:25:45.746,2
NTOBtv, NTOBTV -  Michael and Adrian Learning Basketball,2021-03-20 21:06:24.015,2
nk music," [FREE] J. Cole x Isaiah Rashad x Kendrick Lamar Type Beat | ""Triton""",2021-03-20 14:40:24.107,2
Balance Cooper," JOEY BADA$$ X BOOM BAP TYPE BEAT ""TEATIME""",2021-03-20 14:36:17.629,2
Balance Cooper," (FREE) SCHOOLBOY Q X A$AP ROCKY TYPE BEAT ""SOUVENIR""",2021-03-20 14:32:35.561,2
Balance Cooper," (FREE) KENDRICK LAMAR X A$AP ROCKY TYPE BEAT ""SWEATER WEATHER""",2021-03-20 14:29:03.501,2
Balance Cooper," (FREE) KID CUDI TYPE BEAT ""HOURS""",2021-03-20 14:26:04.536,2
Balance Cooper," (FREE) BRENT FAIYAZ TYPE BEAT ""CHANGE OF SEASON""",2021-03-20 14:22:21.860,2
Real Kayblack, Kayblack - Vivências (Prod. Wall Hein),2021-03-20 14:20:28.401,2
Hash Produções, Jovemdex - Tapa ;) (Vídeo Oficial),2021-03-20 14:20:20.305,2
Sidoka *," Sidoka "" VIDRO "" (Prod by. ÉmiKá) [Shot by Bzk]",2021-03-20 14:19:34.009,2
SZAVEVO, SZA - The Weekend (Audio),2021-03-20 14:14:42.965,2
Fkj, Fkj & Masego - Tadow,2021-03-20 14:12:49.694,2
Jean Tassy, Jean Tassy - Diz pra Mim (Prod. Iuri Rio Branco),2021-03-20 14:12:47.671,2
RnB Traduções, Daniel Caesar - Best Part (feat. H.E.R) [LEGENDA/TRADUÇÃO],2021-03-20 14:12:44.780,2
KaEsse  , Cês Fala Demais - KaEsse | Prod. Toma Esse Beat  (Video Official ),2021-03-20 03:54:41.541,2
nat," (FREE) Joey Badass Type Beat - ""IT AIN'T EASY""",2021-03-20 01:16:10.001,2
bvtman," Kendrick Lamar x ScHoolboy Q x   J Cole Type Beat Type Beat ""Numb"" || [NEW 2019]",2021-03-20 01:15:36.621,2
Balance Cooper," JOEY BADA$$ X BOOM BAP TYPE BEAT ""TEATIME""",2021-03-20 01:14:44.607,2
Balance Cooper," (FREE) SCHOOLBOY Q X A$AP ROCKY TYPE BEAT ""SOUVENIR""",2021-03-20 01:11:02.938,2
Balance Cooper," (FREE) KENDRICK LAMAR X A$AP ROCKY TYPE BEAT ""SWEATER WEATHER""",2021-03-20 01:08:01.344,2
Balance Cooper," (FREE) KID CUDI TYPE BEAT ""HOURS""",2021-03-20 01:04:28.958,2
Black Alien, Carta Pra Amy (Clipe Oficial),2021-03-20 00:59:03.344,2
Emicida," Emicida - Principia part. Pastor Henrique Vieira, Fabiana Cozza, Pastoras do Rosário",2021-03-20 00:53:06.456,2
Beyoncé - Topic, Pretty Hurts,2021-03-20 00:52:17.391,2
Jean Tassy, Jean Tassy - Diz pra Mim (Prod. Iuri Rio Branco),2021-03-20 00:48:34.167,2
Giveon - Topic, Heartbreak Anniversary,2021-03-20 00:48:02.395,2
Official Arctic Monkeys, Arctic Monkeys - Do I Wanna Know? (Official Video),2021-03-20 00:43:35.810,2
KhalidVEVO, Khalid - Location (Official Video),2021-03-20 00:41:52.295,2
RnB Traduções, Daniel Caesar - Best Part (feat. H.E.R) [LEGENDA/TRADUÇÃO],2021-03-20 00:38:25.553,2
Childish Gambino - Topic, Sober,2021-03-20 00:38:21.421,2
Gotye - Topic, Somebody That I Used To Know,2021-03-20 00:38:12.286,2
adsense, https://www.youtube.com/watch?v=BzusSr9xuZc,2021-03-20 00:34:09.748,2
Fkj, Fkj & Masego - Tadow,2021-03-20 00:34:06.649,2
ChildishGambinoVEVO, Childish Gambino - Feels Like Summer,2021-03-20 00:33:55.055,2
Canal PeeWee, Liga da Justiça de Zack Snyder (Snyder Cut) | Opinião SEM Spoilers,2021-03-20 00:23:52.476,2
Caue Moura, NÃO PODE CHAMAR O PRESIDENTE DE QUE??? 🤔🤔🤔,2021-03-20 00:21:49.152,2
Meteoro Brasil," BOLSONARO DIVULGA CARTA QUE RECEBEU DE BIDEN, MAS SE DÁ MAL",2021-03-20 00:07:59.206,2
Bóson Treinamentos, 21 - Python - Dicionários parte 3 - Ordenação por chaves; método keys() e função sorted.,2021-03-19 13:31:27.988,2
Academia Hopper, Lambda em Python - Como usar para ordenar de listas e dicionários,2021-03-19 01:27:53.104,2
Bóson Treinamentos, 21 - Python - Dicionários parte 3 - Ordenação por chaves; método keys() e função sorted.,2021-03-19 01:27:23.058,2
eXcript, Curso de Python - Aula 63 - Funções dos Dicionários - eXcript,2021-03-18 15:34:14.329,2
Procópio na Rede, Python: Aula 40 - Dicionário ou Listas?,2021-03-18 15:29:53.532,2
Otávio Miranda, Encontrando valores em listas com dicionários em Python,2021-03-18 15:26:10.733,2
Curso em Vídeo, Curso Python #17 - Listas (Parte 2),2021-03-18 15:24:00.620,2
Curso em Vídeo, Curso Python #17 - Listas (Parte 1),2021-03-18 15:23:27.650,2
Curso em Vídeo, Exercício Python #094 - Unindo dicionários e listas,2021-03-18 15:09:19.892,2
Fkj, Fkj - Vibin' Out with ((( O ))),2021-03-18 15:03:19.435,2
Childish Gambino - Topic, Sober,2021-03-18 15:03:14.001,2
Fkj, Fkj & Masego - Tadow,2021-03-18 15:03:07.389,2
ChildishGambinoVEVO, Childish Gambino - Feels Like Summer,2021-03-18 14:56:42.326,2
Gloria Groove - Topic, Apaga a Luz,2021-03-18 14:56:20.254,2
Daniel Caesar, Daniel Caesar - Get You ft. Kali Uchis [Official Video],2021-03-18 14:56:10.974,2
Layza Fernandes, Andra Day - Rise Up legendado (Tradução),2021-03-18 14:51:25.738,2
Curso em Vídeo, Curso Python #19 - Dicionários,2021-03-18 13:51:55.918,2
Curso em Vídeo, Curso Python #19 - Dicionários,2021-03-17 23:02:22.439,2
Layza Fernandes, Andra Day - Rise Up legendado (Tradução),2021-03-17 23:02:16.447,2
CHS, CHS - Inspiração part. Luccas Carlos (Prod. El Lif Beatz),2021-03-17 22:53:50.115,2
Fkj, Fkj & Masego - Tadow,2021-03-17 22:53:00.921,2
RnB Traduções, Daniel Caesar - Best Part (feat. H.E.R) [LEGENDA/TRADUÇÃO],2021-03-17 22:52:52.601,2
Cortes Podpah [OFICIAL], MELHORES AMIGAS DE TUPAC,2021-03-17 22:51:58.595,2
